시설구분,시설명,주소,경도,위도,geometry
생활편익시설,산인면경로당,경상남도 함안군 경상남도 함안군 산인면 가야로 217,128.424862106,35.279151567,POINT (1084108.803878795 1698577.6959684931)
생활편익시설,송정경로당,경상남도 함안군 경상남도 함안군 산인면 송정1길 32,128.42984779,35.284947617,POINT (1084556.19903857 1699224.7532504692)
생활편익시설,수동경로당,경상남도 함안군 경상남도 함안군 산인면 모곡1길 129-1,128.457014965,35.276633514,POINT (1087035.6330387427 1698326.165413569)
생활편익시설,숲안경로당,경상남도 함안군 경상남도 함안군 산인면 입곡길 283,128.460396788,35.248654672,POINT (1087373.2336578707 1695226.109324212)
생활편익시설,신당경로당,경상남도 함안군 경상남도 함안군 산인면 신산2길 38,128.481688412,35.269592366,POINT (1089287.3574055657 1697567.182814978)
생활편익시설,안인경로당,경상남도 함안군 경상남도 함안군 산인면 내인길 125-23,128.437282099,35.288528625,POINT (1085228.5085806814 1699628.2737511327)
생활편익시설,양지경로당,경상남도 함안군 경상남도 함안군 산인면 입곡2길 171-5,128.464593582,35.250523697,POINT (1087753.0398240285 1695437.097625783)
생활편익시설,어연경로당,경상남도 함안군 경상남도 함안군 산인면 부봉2길 7,128.439197599,35.303535984,POINT (1085386.9274655317 1701294.337172396)
생활편익시설,외동경로당,경상남도 함안군 경상남도 함안군 산인면 내인외동길 16-4,128.435146866,35.291250559,POINT (1085031.4960467569 1699928.3208403399)
생활편익시설,운곡경로당,경상남도 함안군 경상남도 함안군 산인면 산인운곡길 61-28,128.4514827,35.30941146,POINT (1086497.6039294591 1701956.6192373955)
생활편익시설,유목정경로당,경상남도 함안군 경상남도 함안군 산인면 모곡길 43,128.459463628,35.27258015,POINT (1087262.681226038 1697878.7723867793)
생활편익시설,입곡 다복경로당,경상남도 함안군 경상남도 함안군 산인면 입곡본3길 49,128.451799735,35.262470974,POINT (1086576.3877471373 1696750.8873408826)
생활편익시설,입곡경로당,경상남도 함안군 경상남도 함안군 산인면 입곡본1길 21,128.450898469,35.259127594,POINT (1086497.9584006001 1696379.3000913104)
생활편익시설,중촌경로당,경상남도 함안군 경상남도 함안군 산인면 입곡1길 35,128.456963003,35.255795106,POINT (1087053.196329494 1696015.0095040356)
생활편익시설,하송경로당,경상남도 함안군 경상남도 함안군 산인면 송정2길 11,128.429012746,35.286249642,POINT (1084478.9090056736 1699368.4444420305)
생활편익시설,감현경로당,경상남도 함안군 경상남도 함안군 여항면 주동1길 69,128.431514416,35.191181543,POINT (1084805.3166927919 1688827.0017383215)
생활편익시설,내곡경로당,경상남도 함안군 경상남도 함안군 여항면 내곡안길 181,128.460705691,35.203744797,POINT (1087449.5137050175 1690245.6243192484)
생활편익시설,대산경로당,경상남도 함안군 경상남도 함안군 여항면 여항로 291,128.427272176,35.19607019,POINT (1084414.0330425608 1689365.5646367092)
생활편익시설,대촌경로당,경상남도 함안군 경상남도 함안군 여항면 주서3길 16,128.425933585,35.197993087,POINT (1084290.1844568131 1689577.6869604304)
생활편익시설,두곡경로당,경상남도 함안군 경상남도 함안군 여항면 두곡길 30-35,128.452459698,35.206540968,POINT (1086695.9154946199 1690548.508810795)
생활편익시설,별천경로당,경상남도 함안군 경상남도 함안군 여항면 주동3길 21-1,128.434280955,35.174419456,POINT (1085074.6583330112 1686970.3737584313)
생활편익시설,봉곡경로당,경상남도 함안군 경상남도 함안군 여항면 내곡2길 43,128.458663238,35.190424297,POINT (1087277.8394622696 1688766.5179703394)
생활편익시설,상별래경로당,경상남도 함안군 경상남도 함안군 여항면 주동2길 224,128.423419262,35.184274657,POINT (1084075.4248346207 1688054.1208216057)
생활편익시설,양촌경로당,경상남도 함안군 경상남도 함안군 여항면 외암길 211,128.451703732,35.209444112,POINT (1086624.01920661 1690869.823236885)
생활편익시설,좌촌경로당,경상남도 함안군 경상남도 함안군 여항면 주서2길 115,128.421889185,35.201227072,POINT (1083918.6744498955 1689932.928700383)
생활편익시설,청암경로당,경상남도 함안군 경상남도 함안군 여항면 청암길 34,128.433765009,35.210208748,POINT (1084990.3914051184 1690939.1335755927)
생활편익시설,송현경로당,경상남도 창녕군 창녕읍 솔터길 4,128.502821948,35.542354936,POINT (1090902.780817758 1727838.307579889)
생활편익시설,대동경로당,경상남도 창녕군 창녕읍 송현길 24,128.500229213,35.542636268,POINT (1090667.4327200674 1727867.1221507196)
생활편익시설,창녕읍부녀경로당,경상남도 창녕군 창녕읍 송현길 14-15,128.500592266,35.542310301,POINT (1090700.71041252 1727831.3026731936)
생활편익시설,교리부녀경로당,경상남도 창녕군 창녕읍 문화공원길 24,128.495603729,35.544484369,POINT (1090246.0634833325 1728067.8524295469)
생활편익시설,명덕경로당,경상남도 창녕군 창녕읍 교리2길 6-21,128.499625491,35.544389986,POINT (1090610.7325904546 1728061.074732772)
생활편익시설,건우1차아파트경로당,경상남도 창녕군 창녕읍 향교길 8,128.498193586,35.543912493,POINT (1090481.4701414655 1728006.799512301)
생활편익시설,창서경로당,경상남도 창녕군 창녕읍 창서4길 3,128.485628101,35.553557807,POINT (1089331.731737059 1729065.112692324)
생활편익시설,주공아파트경로당,경상남도 창녕군 창녕읍 말흘5길 33,128.504524389,35.536217994,POINT (1091064.0443045567 1727159.2206910122)
생활편익시설,말흘경로당,경상남도 창녕군 창녕읍 말흘1길 18,128.501944093,35.538073807,POINT (1090828.0303129747 1727362.6710458482)
생활편익시설,말흘부녀경로당,경상남도 창녕군 창녕읍 말흘1길 18,128.501944093,35.538073807,POINT (1090828.0303129747 1727362.6710458482)
생활편익시설,말흘경로당,경상남도 창녕군 창녕읍 말흘1길 18,128.501944093,35.538073807,POINT (1090828.0303129747 1727362.6710458482)
생활편익시설,말흘부녀경로당,경상남도 창녕군 창녕읍 말흘1길 18,128.501944093,35.538073807,POINT (1090828.0303129747 1727362.6710458482)
생활편익시설,낙영경로당,경상남도 창녕군 창녕읍 낙영3길 3,128.503468215,35.532462492,POINT (1090972.5350464657 1726741.7167503838)
생활편익시설,신당경로당,경상남도 창녕군 창녕읍 신당길 7,128.503646498,35.540587948,POINT (1090979.5220444268 1727643.0887950957)
생활편익시설,상퇴천경로당,경상남도 창녕군 창녕읍 상퇴천2길 32,128.503961706,35.522985209,POINT (1091027.9795588152 1725691.0329329427)
생활편익시설,교상경로당,경상남도 창녕군 창녕읍 교상길 5-5,128.500211009,35.540111691,POINT (1090668.6241976188 1727587.1003529453)
생활편익시설,교하경로당,경상남도 창녕군 창녕읍 교하길27-4,128.498848999,35.539928793,POINT (1090545.3601652775 1727565.5626836563)
생활편익시설,학천경로당,경상남도 창녕군 창녕읍 학천길 10,128.498166604,35.538313765,POINT (1090485.3132748967 1727385.810621578)
생활편익시설,학천부녀경로당,경상남도 창녕군 창녕읍 학천길 10(2층),128.498166604,35.538313765,POINT (1090485.3132748967 1727385.810621578)
생활편익시설,학천경로당,경상남도 창녕군 창녕읍 학천길 10,128.498166604,35.538313765,POINT (1090485.3132748967 1727385.810621578)
생활편익시설,학천부녀경로당,경상남도 창녕군 창녕읍 학천길 10(2층),128.498166604,35.538313765,POINT (1090485.3132748967 1727385.810621578)
생활편익시설,봉천경로당,경상남도 창녕군 창녕읍 봉천길 22,128.498869824,35.535878113,POINT (1090551.8009493062 1727116.3144456646)
생활편익시설,술정경로당,경상남도 창녕군 창녕읍 당산길 13-5,128.492679467,35.540701187,POINT (1089985.212752921 1727645.5795870263)
생활편익시설,술정부녀경로당,경상남도 창녕군 창녕읍 당산길 13-5,128.492679467,35.540701187,POINT (1089985.212752921 1727645.5795870263)
생활편익시설,술정경로당,경상남도 창녕군 창녕읍 당산길 13-5,128.492679467,35.540701187,POINT (1089985.212752921 1727645.5795870263)
생활편익시설,술정부녀경로당,경상남도 창녕군 창녕읍 당산길 13-5,128.492679467,35.540701187,POINT (1089985.212752921 1727645.5795870263)
생활편익시설,직교경로당,경상남도 창녕군 창녕읍 직교1길 11,128.48652782,35.540615053,POINT (1089427.650811796 1727630.4270054842)
생활편익시설,직신경로당,경상남도 창녕군 창녕읍 우포1대로 1435-2,128.471175863,35.537404022,POINT (1088039.478204915 1727260.46562351)
생활편익시설,조산경로당,경상남도 창녕군 창녕읍 조산1길 40,128.484321708,35.537373091,POINT (1089231.2537219578 1727268.8567350532)
생활편익시설,도야경로당,경상남도 창녕군 창녕읍 도야1길 27,128.506255819,35.555145919,POINT (1091199.5741041882 1729260.1522167777)
생활편익시설,하리경로당,경상남도 창녕군 창녕읍 하리청학로 76,128.498421334,35.557659499,POINT (1090486.6655799297 1729531.714071811)
생활편익시설,퇴천경로당,경상남도 창녕군 창녕읍 퇴천1길 5,128.502157082,35.521403843,POINT (1090866.1336443555 1725513.9769124857)
생활편익시설,창락경로당,경상남도 창녕군 창녕읍 창녕장마로 787,128.490196292,35.515218161,POINT (1089788.4955961 1724816.959128872)
생활편익시설,창락부녀경로당,경상남도 창녕군 창녕읍 창녕장마로 787,128.490196292,35.515218161,POINT (1089788.4955961 1724816.959128872)
생활편익시설,창락경로당,경상남도 창녕군 창녕읍 창녕장마로 787,128.490196292,35.515218161,POINT (1089788.4955961 1724816.959128872)
생활편익시설,창락부녀경로당,경상남도 창녕군 창녕읍 창녕장마로 787,128.490196292,35.515218161,POINT (1089788.4955961 1724816.959128872)
생활편익시설,탐하경로당,경상남도 창녕군 창녕읍 옥정곡길 10,128.487836001,35.529185186,POINT (1089558.9440192073 1726363.9120622443)
생활편익시설,회산경로당,경상남도 창녕군 창녕읍 회산길 15,128.474025678,35.528237623,POINT (1088307.8744601593 1726246.3582942274)
생활편익시설,환곡경로당,경상남도 창녕군 창녕읍 환곡1길 22,128.471060919,35.516277203,POINT (1088052.136764101 1724917.1643940457)
생활편익시설,어도경로당,경상남도 창녕군 창녕읍 환곡어도로 54,128.475124424,35.509721405,POINT (1088427.800744545 1724193.6908881867)
생활편익시설,이남경로당,경상남도 창녕군 창녕읍 이남길 42,128.464977327,35.508452248,POINT (1087508.9738113978 1724043.877647201)
생활편익시설,학산경로당,경상남도 창녕군 창녕읍 학산길 32-13,128.459836488,35.511408158,POINT (1087039.5720892865 1724367.1707282972)
생활편익시설,외부경로당,경상남도 창녕군 창녕읍 외부길 55,128.462319843,35.497898603,POINT (1087279.3907080279 1722871.0123038036)
생활편익시설,여초경로당,경상남도 창녕군 창녕읍 여초2길 4,128.506922158,35.506360876,POINT (1091315.2347345478 1723849.9443036094)
생활편익시설,화전경로당,경상남도 창녕군 창녕읍 섬마길 68,128.490252483,35.511388724,POINT (1089797.855559233 1724392.283381211)
생활편익시설,옥천경로당,경상남도 창녕군 창녕읍 계성화왕산로 597,128.549276905,35.516220064,POINT (1095144.784724197 1724983.4790924338)
생활편익시설,옥천부녀경로당,경상남도 창녕군 창녕읍 계성화왕산로 597,128.549276905,35.516220064,POINT (1095144.784724197 1724983.4790924338)
생활편익시설,옥천경로당,경상남도 창녕군 창녕읍 계성화왕산로 597,128.549276905,35.516220064,POINT (1095144.784724197 1724983.4790924338)
생활편익시설,옥천부녀경로당,경상남도 창녕군 창녕읍 계성화왕산로 597,128.549276905,35.516220064,POINT (1095144.784724197 1724983.4790924338)
생활편익시설,옥만경로당,경상남도 창녕군 창녕읍 교하새길 48,128.49845233,35.541565843,POINT (1090507.561654883 1727746.7662291585)
생활편익시설,본동경로당,경상남도 창녕군 남지읍 남지시장길 16,128.482679575,35.388464525,POINT (1089246.740287247 1710751.9111099546)
생활편익시설,본동노모당,경상남도 창녕군 남지읍 남지시장길 16,128.482679575,35.388464525,POINT (1089246.740287247 1710751.9111099546)
생활편익시설,본동경로당,경상남도 창녕군 남지읍 남지시장길 16,128.482679575,35.388464525,POINT (1089246.740287247 1710751.9111099546)
생활편익시설,본동노모당,경상남도 창녕군 남지읍 남지시장길 16,128.482679575,35.388464525,POINT (1089246.740287247 1710751.9111099546)
생활편익시설,새마을경로당,경상남도 창녕군 남지읍 동포2길 14,128.48044907,35.390181461,POINT (1089042.272445934 1710940.324278058)
생활편익시설,새마을노모당,경상남도 창녕군 남지읍 동포2길 14,128.48044907,35.390181461,POINT (1089042.272445934 1710940.324278058)
생활편익시설,새마을경로당,경상남도 창녕군 남지읍 동포2길 14,128.48044907,35.390181461,POINT (1089042.272445934 1710940.324278058)
생활편익시설,새마을노모당,경상남도 창녕군 남지읍 동포2길 14,128.48044907,35.390181461,POINT (1089042.272445934 1710940.324278058)
생활편익시설,동포푸른마을경로당,경상남도 창녕군 남지읍 남지중앙로 125-9,128.482722599,35.393403797,POINT (1089245.205664755 1711299.758603577)
생활편익시설,동포푸른마을아파트경로당,경상남도 창녕군 남지읍 동포로 46,128.481580306,35.393193462,POINT (1089141.697318033 1711275.4005351095)
생활편익시설,남지경로당,경상남도 창녕군 남지읍 남지강변길 108,128.478642022,35.386160522,POINT (1088882.5665748438 1710492.7420650728)
생활편익시설,남포노모당,경상남도 창녕군 남지읍 남포길 6-2,128.481617939,35.388354974,POINT (1089150.440168841 1710738.803678215)
생활편익시설,서동경로당,경상남도 창녕군 남지읍 백암길 19-1,128.476040265,35.390509816,POINT (1088641.5020597046 1710972.7820434258)
생활편익시설,서동노모당,경상남도 창녕군 남지읍 백암길 19-1,128.476040265,35.390509816,POINT (1088641.5020597046 1710972.7820434258)
생활편익시설,서동경로당,경상남도 창녕군 남지읍 백암길 19-1,128.476040265,35.390509816,POINT (1088641.5020597046 1710972.7820434258)
생활편익시설,서동노모당,경상남도 창녕군 남지읍 백암길 19-1,128.476040265,35.390509816,POINT (1088641.5020597046 1710972.7820434258)
생활편익시설,대신경로당,경상남도 창녕군 남지읍 낙동로 448,128.473324567,35.388308617,POINT (1088397.263393027 1710726.2198497807)
생활편익시설,대신노모당,경상남도 창녕군 남지읍 대신안길 7-1,128.474276826,35.389393156,POINT (1088482.565619761 1710847.3559590373)
생활편익시설,상남경로당,경상남도 창녕군 남지읍 문화길 70,128.4751621,35.386244883,POINT (1088566.4095051745 1710498.9774628992)
생활편익시설,상남노모당,경상남도 창녕군 남지읍 문화길 70,128.4751621,35.386244883,POINT (1088566.4095051745 1710498.9774628992)
생활편익시설,상남경로당,경상남도 창녕군 남지읍 문화길 70,128.4751621,35.386244883,POINT (1088566.4095051745 1710498.9774628992)
생활편익시설,상남노모당,경상남도 창녕군 남지읍 문화길 70,128.4751621,35.386244883,POINT (1088566.4095051745 1710498.9774628992)
생활편익시설,신남경로당,경상남도 창녕군 남지읍 신남안길 3,128.476754365,35.387471265,POINT (1088709.6843291533 1710636.4204785603)
생활편익시설,마산경로당,경상남도 창녕군 남지읍 마산길 13,128.469836126,35.395973181,POINT (1088072.0989429238 1711573.1748086228)
생활편익시설,마산노모당,경상남도 창녕군 남지읍 마산길 13,128.469836126,35.395973181,POINT (1088072.0989429238 1711573.1748086228)
생활편익시설,마산경로당,경상남도 창녕군 남지읍 마산길 13,128.469836126,35.395973181,POINT (1088072.0989429238 1711573.1748086228)
생활편익시설,마산노모당,경상남도 창녕군 남지읍 마산길 13,128.469836126,35.395973181,POINT (1088072.0989429238 1711573.1748086228)
생활편익시설,홍포노인정,경상남도 창녕군 남지읍 홍포2길 42-1,128.47385135,35.393905436,POINT (1088438.9962960193 1711347.4265951423)
생활편익시설,홍포노모당,경상남도 창녕군 남지읍 홍포2길 42-1,128.47385135,35.393905436,POINT (1088438.9962960193 1711347.4265951423)
생활편익시설,홍포노인정,경상남도 창녕군 남지읍 홍포2길 42-1,128.47385135,35.393905436,POINT (1088438.9962960193 1711347.4265951423)
생활편익시설,홍포노모당,경상남도 창녕군 남지읍 홍포2길 42-1,128.47385135,35.393905436,POINT (1088438.9962960193 1711347.4265951423)
생활편익시설,당포경로당,경상남도 창녕군 남지읍 당포길 75,128.469739753,35.405661609,POINT (1088052.8105132808 1712647.6211489954)
생활편익시설,학계경로당,경상남도 창녕군 남지읍 학계길 103,128.458298063,35.395781358,POINT (1087024.4857096649 1711541.686855922)
생활편익시설,홍정경로당,경상남도 창녕군 남지읍 홍정길 50,128.466496594,35.391696195,POINT (1087773.4570315077 1711095.851385227)
생활편익시설,홍정노모당,경상남도 창녕군 남지읍 홍정길 50,128.466496594,35.391696195,POINT (1087773.4570315077 1711095.851385227)
생활편익시설,홍정경로당,경상남도 창녕군 남지읍 홍정길 50,128.466496594,35.391696195,POINT (1087773.4570315077 1711095.851385227)
생활편익시설,홍정노모당,경상남도 창녕군 남지읍 홍정길 50,128.466496594,35.391696195,POINT (1087773.4570315077 1711095.851385227)
생활편익시설,명지노인정,경상남도 창녕군 남지읍 낙동로 331,128.460801811,35.388277004,POINT (1087259.9460521236 1710711.5955324417)
생활편익시설,명지외동노모경로당,경상남도 창녕군 남지읍 낙동로 331,128.460801811,35.388277004,POINT (1087259.9460521236 1710711.5955324417)
생활편익시설,명지노모당,경상남도 창녕군 남지읍 명지아랫길 37,128.457755338,35.392014107,POINT (1086979.2441489825 1711123.3890416038)
생활편익시설,명지노인정,경상남도 창녕군 남지읍 낙동로 331,128.460801811,35.388277004,POINT (1087259.9460521236 1710711.5955324417)
생활편익시설,명지외동노모경로당,경상남도 창녕군 남지읍 낙동로 331,128.460801811,35.388277004,POINT (1087259.9460521236 1710711.5955324417)
생활편익시설,옥산경로당,경상남도 창녕군 남지읍 남지옥산길 42,128.455403973,35.392230129,POINT (1086765.4652494697 1711145.2826355374)
생활편익시설,옥산노모당,경상남도 창녕군 남지읍 옥산윗길 37,128.455051112,35.392149033,POINT (1086733.505863653 1711135.9789363062)
생활편익시설,용산경로당,경상남도 창녕군 남지읍 용산본동길 2,128.445336672,35.392243531,POINT (1085851.1566320898 1711137.9848137882)
생활편익시설,용산창나루노모당,경상남도 창녕군 남지읍 창날길 9,128.441060863,35.395491767,POINT (1085459.4081324476 1711494.5387524138)
생활편익시설,신전경로당,경상남도 창녕군 남지읍 신전길 213,128.448861318,35.410025156,POINT (1086152.3369513515 1713113.1848745658)
생활편익시설,신전노모당,경상남도 창녕군 남지읍 신전길 213,128.448861318,35.410025156,POINT (1086152.3369513515 1713113.1848745658)
생활편익시설,신전경로당,경상남도 창녕군 남지읍 신전길 213,128.448861318,35.410025156,POINT (1086152.3369513515 1713113.1848745658)
생활편익시설,신전노모당,경상남도 창녕군 남지읍 신전길 213,128.448861318,35.410025156,POINT (1086152.3369513515 1713113.1848745658)
생활편익시설,영아지경로당,경상남도 창녕군 남지읍 영아지길 241,128.432263321,35.417939943,POINT (1084636.9915810484 1713976.6671156834)
생활편익시설,상대포경로당,경상남도 창녕군 남지읍 박진로 1592,128.47586936,35.408677711,POINT (1088606.0980673514 1712987.609588687)
생활편익시설,성사경로당,경상남도 창녕군 남지읍 매전길 5,128.463940784,35.418716829,POINT (1087512.128069291 1714090.4136334106)
생활편익시설,성사노모당,경상남도 창녕군 남지읍 성사본동길 1-2,128.451684677,35.42528511,POINT (1086392.3997775093 1714808.1138562316)
생활편익시설,관동노모당,경상남도 창녕군 남지읍 성사관동길 78,128.454674507,35.419397554,POINT (1086670.1267316698 1714157.748177565)
생활편익시설,매전경로당,경상남도 창녕군 남지읍 매전길 43-12,128.4601126,35.417225692,POINT (1087166.1787799173 1713921.6507283344)
생활편익시설,학암경로당,경상남도 창녕군 남지읍 학암길 63-17,128.47213125,35.42463755,POINT (1088249.2714119633 1714754.3580140318)
생활편익시설,대성경로당,경상남도 창녕군 남지읍 대성대봉길 165-35,128.458055039,35.431071717,POINT (1086964.4873148135 1715455.4887638066)
생활편익시설,아지경로당,경상남도 창녕군 남지읍 아지길 38,128.438203002,35.432956789,POINT (1085160.44123027 1715647.2710964892)
생활편익시설,창아지경로당,경상남도 창녕군 남지읍 창아지길 31-6,128.422391069,35.422082384,POINT (1083736.4108637413 1714427.691972143)
생활편익시설,고곡노인정,경상남도 창녕군 남지읍 고곡길 15-3,128.426440801,35.442767289,POINT (1084082.5563801555 1716725.270970099)
생활편익시설,고곡노모당,경상남도 창녕군 남지읍 고곡길 42-1,128.423437785,35.443438616,POINT (1083809.3028213491 1716797.1755219568)
생활편익시설,두곡경로당,경상남도 창녕군 남지읍 두곡길 52,128.435987892,35.447294206,POINT (1084944.3062936931 1717235.5153441166)
생활편익시설,수개경로당,경상남도 창녕군 남지읍 수개길 12-2,128.426867972,35.454704547,POINT (1084108.904322202 1718049.5866741983)
생활편익시설,시남경로당,경상남도 창녕군 남지읍 시남2길 28,128.421727686,35.463325469,POINT (1083633.5102898749 1719001.362207443)
생활편익시설,청단경로당,경상남도 창녕군 남지읍 청단길 55,128.429490642,35.46775532,POINT (1084333.2820664695 1719499.2777567152)
생활편익시설,칠현경로당,경상남도 창녕군 남지읍 칠현길 25,128.413343667,35.427979357,POINT (1082909.0037487454 1715074.0903403182)
생활편익시설,반포경로당,경상남도 창녕군 남지읍 반포길 86,128.399066751,35.434711218,POINT (1081606.1850980218 1715808.8283989308)
생활편익시설,반포노모당,경상남도 창녕군 남지읍 반포길 124,128.400384127,35.437861688,POINT (1081722.5795933544 1716159.331804959)
생활편익시설,담곡경로당,경상남도 창녕군 남지읍 큰담실길 9,128.403330573,35.426415625,POINT (1082001.6226757942 1714892.3049730037)
생활편익시설,마근경로당,경상남도 창녕군 남지읍 박진로 571,128.399072607,35.427034275,POINT (1081614.462696882 1714957.394057098)
생활편익시설,대곡경로당,경상남도 창녕군 남지읍 남지대곡길 162,128.397489917,35.446154102,POINT (1081451.5274110122 1717076.6435852086)
생활편익시설,대곡하담노모당,경상남도 창녕군 남지읍 하담길 33,128.389581541,35.438408851,POINT (1080741.5197447627 1716211.1356662665)
생활편익시설,월상경로당,경상남도 창녕군 남지읍 월상길 24,128.386577165,35.447094057,POINT (1080460.1808084657 1717171.9496953785)
생활편익시설,월하경로당,경상남도 창녕군 남지읍 월하길 15,128.387324972,35.453191748,POINT (1080521.9738122765 1717848.8469574512)
생활편익시설,월평경로당,경상남도 창녕군 남지읍 월평길 189-4,128.401291152,35.461275467,POINT (1081781.213382922 1718756.880759745)
생활편익시설,만촌경로당,경상남도 창녕군 고암면 만촌길 24-1,128.490744132,35.567804233,POINT (1089779.5432850826 1730649.861760926)
생활편익시설,괴산경로당,경상남도 창녕군 고암면 괴산1길 37,128.500362446,35.572993739,POINT (1090645.3208838908 1731234.2514978428)
생활편익시설,원촌1구경로당,경상남도 창녕군 고암면 원촌길 68,128.491635151,35.582968279,POINT (1089843.352124197 1732332.5517965932)
생활편익시설,원촌2구경로당,경상남도 창녕군 고암면 매산길 45,128.490162539,35.577849023,POINT (1089715.637157261 1731763.4207280162)
생활편익시설,서암경로당,경상남도 창녕군 고암면 서암길 11-20,128.484234204,35.568007984,POINT (1089189.37989712 1730666.5454843596)
생활편익시설,어은경로당,경상남도 창녕군 고암면 어은길 40,128.474841093,35.571350776,POINT (1088334.4978808933 1731028.8353499034)
생활편익시설,대암경로당,경상남도 창녕군 고암면 대암길 50,128.498335292,35.581725403,POINT (1090451.8107635607 1732200.8363196738)
생활편익시설,간상경로당,경상남도 창녕군 고암면 간상길 218,128.5018451,35.594204249,POINT (1090755.7339044116 1733588.1267164971)
생활편익시설,중대경로당,경상남도 창녕군 고암면 고암성산대로 9-5,128.510895838,35.575581153,POINT (1091596.8638686978 1731530.9744810322)
생활편익시설,중대부녀경로당,경상남도 창녕군 고암면 중대1길 13,128.509517363,35.575526823,POINT (1091472.0183642518 1731523.6672345763)
생활편익시설,상대경로당,경상남도 창녕군 고암면 상대3길 1,128.514229575,35.577945892,POINT (1091896.2412835946 1731796.3596368711)
생활편익시설,우천경로당,경상남도 창녕군 고암면 우천길 18,128.511191779,35.571068777,POINT (1091628.8188136737 1731030.7715228277)
생활편익시설,월미경로당,경상남도 창녕군 고암면 월미길 6,128.521384267,35.572496847,POINT (1092550.796889959 1731198.6933430305)
생활편익시설,상월경로당,경상남도 창녕군 고암면 상월길 3,128.528854386,35.56934123,POINT (1093231.367550204 1730855.742127315)
생활편익시설,칠월경로당,경상남도 창녕군 고암면 칠월길 26-4,128.525597752,35.582379779,POINT (1092921.1903240897 1732298.8030660984)
생활편익시설,계팔경로당,경상남도 창녕군 고암면 계팔길 50,128.53802675,35.584250438,POINT (1094045.1345823251 1732518.0848249802)
생활편익시설,야동경로당,경상남도 창녕군 고암면 야동길 67,128.534912526,35.586570595,POINT (1093760.2710169444 1732772.4495856392)
생활편익시설,신기경로당,경상남도 창녕군 고암면 창밀로 764,128.54471096,35.572248975,POINT (1094664.868074374 1731193.3743796614)
생활편익시설,간지경로당,경상남도 창녕군 고암면 창밀로 1014,128.565341501,35.558718676,POINT (1096550.5735727537 1729712.7181344174)
생활편익시설,청간경로당 ,경상남도 창녕군 고암면 청간길 151,128.577509834,35.549642461,POINT (1097664.4261055843 1728718.0443389975)
생활편익시설,미곡경로당,경상남도 창녕군 고암면 미곡감골길 7,128.564243908,35.565741814,POINT (1096442.6805321283 1730490.5986202294)
생활편익시설,이천경로당,경상남도 창녕군 성산면 연곡길 17-2,128.496166914,35.628939432,POINT (1090202.3311475834 1737435.4850647475)
생활편익시설,석정경로당,경상남도 창녕군 성산면 성산로 209,128.490232945,35.629064097,POINT (1089664.857109392 1737443.8854988262)
생활편익시설,냉천경로당,경상남도 창녕군 성산면 점촌길 9,128.487321235,35.623855829,POINT (1089406.9944181244 1736863.5697368332)
생활편익시설,정녕1구경로당,경상남도 창녕군 성산면 성산로 39,128.477914334,35.62044659,POINT (1088558.8837155597 1736476.9309359512)
생활편익시설,정녕2구경로당,경상남도 창녕군 성산면 정녕샛담길 17,128.473933183,35.62654487,POINT (1088191.6462932867 1737149.7315608917)
생활편익시설,정녕2구노모당,경상남도 창녕군 성산면 구례동길 96,128.462721008,35.625521502,POINT (1087177.4407197929 1737026.23069363)
생활편익시설,대견경로당,경상남도 창녕군 성산면 대견길 96-3,128.460272083,35.637611657,POINT (1086942.5819652437 1738365.0163630757)
생활편익시설,대견노모당,경상남도 창녕군 성산면 대견길 101,128.460494323,35.637944177,POINT (1086962.3438108896 1738402.0936821701)
생활편익시설,후천경로당,경상남도 창녕군 성산면 곽천길 18,128.487706423,35.634950147,POINT (1089429.5180056088 1738094.4252316244)
생활편익시설,대산경로당,경상남도 창녕군 성산면 새대미길 20-15,128.515394027,35.63892642,POINT (1091931.9554965494 1738560.9825526006)
생활편익시설,월곡경로당,경상남도 창녕군 성산면 대산로 112,128.524465924,35.644653897,POINT (1092746.717485597 1739204.7589190307)
생활편익시설,안심경로당,경상남도 창녕군 성산면 대산로 282,128.523531979,35.656622323,POINT (1092648.3399903807 1740531.3427581075)
생활편익시설,연당노모당,경상남도 창녕군 성산면 연당윗담길 3-4,128.523894199,35.635499205,POINT (1092705.5306043308 1738188.838937752)
생활편익시설,성곡경로당,경상남도 창녕군 성산면 연당대산로 72,128.522907399,35.635610422,POINT (1092616.0522597881 1738200.2444765938)
생활편익시설,연화경로당,경상남도 창녕군 성산면 연당대산로 130,128.520361336,35.630835944,POINT (1092391.0136236446 1737668.295029061)
생활편익시설,운봉1구경로당,경상남도 창녕군 성산면 정촌길 13,128.508249185,35.615174893,POINT (1091312.0589982402 1735919.9653417103)
생활편익시설,운봉2구경로당,경상남도 창녕군 성산면 연당대산로 297,128.51146513,35.617650578,POINT (1091600.4975798614 1736197.5411226742)
생활편익시설,원동경로당,경상남도 창녕군 성산면 원동음달길 5,128.524601396,35.600621583,POINT (1092809.8556016616 1734321.1133916406)
생활편익시설,방리경로당,경상남도 창녕군 성산면 방리길 7,128.537339626,35.602451536,POINT (1093961.603938407 1734536.1672996907)
생활편익시설,덕곡경로당,경상남도 창녕군 성산면 방리가복길 205,128.556013646,35.594176662,POINT (1095662.99501304 1733636.3648672993)
생활편익시설,가복경로당,경상남도 창녕군 성산면 상가복길 85-4,128.571545216,35.587352323,POINT (1097078.2735678283 1732894.6612909911)
