시설명,주소,경도,위도
로즈맘여성산부인과의원,"창원시 의창구 평산로 96 (팔용동, (웰빙프라자309,310호))",128.619571757,35.251668986
송진호마취통증의학과의원,"창원시 성산구 동산로 124, 성원아파트 성원종합상가 5층 519호 (상남동)",128.691613625,35.219342021
한솔마취통증의학과의원,"창원시 의창구 우곡로217번길 36 (명서동, 모리스빌딩3층)",128.650413796,35.241823427
제일의원,"창원시 의창구 도계로 69 (도계동, 세영빌딩2층)",128.638647871,35.258502816
아름다운산부인과 의원,"창원시 의창구 팔용로 442 (팔용동, KB빌딩4층)",128.613837291,35.255704962
S성형외과의원,"창원시 성산구 원이대로682번길 14 (상남동, 삼광빌딩301호)",128.686585511,35.222111189
서울비뇨의학과의원,"창원시 의창구 팔용로 438, 팔용종합상가 3층 307호 (팔용동)",128.613500890,35.255333697
제일내과의원,"창원시 성산구 동산로 166, 사파대동상가 지하7호 7-1호 (사파동)",128.693965521,35.222251089
서울아이비안과의원,"창원시 성산구 상남로 73 (상남동, 서울메디컬빌딩4층)",128.679868854,35.220636590
청솔신경과의원,"창원시 의창구 소계로90번길 3-1 (소계동, 1층)",128.599367815,35.257484533
제니트비뇨기과의원,"창원시 성산구 원이대로 595, 고운메디컬빌딩 3층 302호 (용호동)",128.680165931,35.228009038
21세기내과의원,"창원시 성산구 반송로 150 (반림동, 회성빌딩3층)",128.671815642,35.235978614
아톰소아청소년과의원,"창원시 성산구 안민안길 20 (안민동, 103호)",128.691729349,35.186562851
아인성형외과의원,"창원시 성산구 상남로 118, 4층 402호 (상남동, CNN타워)",128.683124456,35.223465935
굿모닝외과의원,창원시 의창구 사화로 6 (팔용동),128.608641516,35.257259836
21세기정형외과의원,"창원시 성산구 반송로 150 (반림동, 회성빌딩4,5층)",128.671815642,35.235978614
밝고고운안과의원,"창원시 성산구 원이대로 595, 고운메디컬빌딩 7층 (용호동)",128.680165931,35.228009038
메디포맨남성의원,"창원시 의창구 의창대로62번길 2, 10층 (팔용동, 동영오피스 10층)",128.607308843,35.256547183
길흉부외과의원,"창원시 성산구 마디미로21번길 17 (상남동, 피아노빌딩8층)",128.686227945,35.221685560
내동의원,창원시 성산구 창원대로 726 (내동),128.670327694,35.217149953
웅이비인후과의원,"창원시 성산구 반송로 144 (반림동, 수영빌딩302호)",128.671081274,35.236055593
서울가정의원,"창원시 의창구 창이대로 203 (봉곡동, 101,102,105,106호)",128.659628919,35.245064656
티아라의원,"창원시 성산구 상남로 122 (상남동, 롯데메디컬6층)",128.683329369,35.223715674
삼성가정의학과의원,"창원시 성산구 창이대로 733 (사파동, 사파동성아파트상가A동226,22호)",128.702142202,35.219592111
강의원,"창원시 성산구 상남로192번길 41-3, 토우빌딩 (신월동)",128.691391972,35.227280098
선비뇨기과의원,"창원시 성산구 마디미서로 26 (상남동, 한독빌딩11층)",128.682580322,35.222834256
삼성연합의원,"창원시 성산구 창원천로 288 (반지동, 대동그린코아207-210호,215호)",128.669756596,35.245272410
이안과의원,창원시 의창구 읍성로 46 (중동),128.623181431,35.264799455
정영주안과의원,"창원시 성산구 가양로124번길 13 (대방동, 204호)",128.707548946,35.208241378
박희용의원,"창원시 의창구 팔용로 428 (팔용동, 드림피아상가406호)",128.612847550,35.254660735
한솔내과의원,"창원시 의창구 우곡로217번길 34 (명서동, 1,2,3,4층)",128.650311519,35.241563796
장진호마취통증의학과의원,"창원시 성산구 가음로13번길 33 (남양동, 남양종합상가303호)",128.700982036,35.213077641
윤앤김연합의원,창원시 의창구 동읍 자여로65번길 26 (2층),128.703365024,35.277567819
초록내과의원,"창원시 성산구 상남로 122 (상남동, 롯데메디컬10층)",128.683329369,35.223715674
화이트라인하얀피부과의원,"창원시 성산구 마디미서로 26 (상남동, 한독빌딩5층)",128.682580322,35.222834256
창원의원,창원시 의창구 읍성로 35-1 (북동),128.621938029,35.265086516
한미항외과의원,"창원시 의창구 의안로2번길 15 (소답동, 3,4층)",128.625515428,35.261754598
최이비인후과의원,"창원시 성산구 가음로13번길 33 (남양동, 남양상가304호)",128.700982036,35.213077641
속시원내과방사선과의원,"창원시 의창구 의안로31번길 28-5 (중동, 성우빌딩3,4층)",128.620941431,35.264679784
삼성이비인후과의원,창원시 의창구 팔용로 439 (팔용동),128.613176396,35.255865490
신세계비뇨기과의원,"창원시 의창구 의안로2번길 15 (소답동, 1층)",128.625515428,35.261754598
나병천정형외과의원,"창원시 성산구 가양로124번길 5-3 (대방동, 3,6층)",128.707092536,35.209042783
현대소아청소년과의원,창원시 의창구 동읍 동읍로 1,128.684480811,35.277390782
창원마취통증의학과의원,"창원시 의창구 명지로84번길 4 (명서동, 조아쇼핑202호)",128.646702154,35.248940427
이곤희가정의학과의원,"창원시 성산구 마디미서로 51, 4층 401호 (상남동, 서울메디칼빌딩 4층 401호)",128.681325319,35.220716958
강내과의원,"창원시 의창구 천주로 24 (서상동, 2층)",128.618378361,35.264070306
베스트의원,"창원시 성산구 마디미서로 51 (상남동, 서울메디컬빌딩 3층)",128.681325319,35.220716958
한병리과의원,"창원시 성산구 용지로 225 (용호동, 롯데상가3층302,304호)",128.685351100,35.233938123
대화이비인후과가정의학과의원,"창원시 성산구 대정로 77 (남양동, 성원1차아파트301,302,307,308호)",128.700981158,35.210794118
사림우리들의원,"창원시 의창구 사림로 47 (사림동, 사림프라자)",128.677939349,35.247462950
조은세상의원,"창원시 성산구 대암로 272 (대방동, 대방2차덕산타운)",128.708655124,35.203916684
밝은미래안과의원,"창원시 성산구 상남로 122 (상남동, 롯데메디컬)",128.683329369,35.223715674
정비뇨기과의원,"창원시 성산구 상남로 122 (상남동, 롯데메디컬)",128.683329369,35.223715674
이보람산부인과의원,"창원시 성산구 원이대로 591 (용호동, X프리빌딩)",128.679976372,35.228127015
박성희소아청소년과의원,"창원시 의창구 읍성로 60, 3층 (소답동)",128.624488632,35.264728055
백승호가정의학과의원,"창원시 의창구 도계로 57 (도계동, 도계중앙빌딩)",128.637754895,35.259495627
선린자모의원,"창원시 성산구 가양로124번길 7 (대방동, 선린빌딩)",128.707189172,35.208617455
서원교비뇨기과의원,"창원시 성산구 가양로124번길 15 (대방동, 대암빌딩)",128.707552307,35.208047098
내외상시인의원,"창원시 성산구 동산로 162 (사파동, 무궁화상가 2층)",128.693707272,35.221971887
시민내과의원,"창원시 의창구 원이대로 271 (봉곡동, 한마음타워)",128.650070080,35.243073530
안민하나의원,"창원시 성산구 안민로117번길 8 (안민동, 송원상가 201호)",128.689767494,35.186555791
구교준이비인후과의원,창원시 성산구 가양로124번길 17-12 (실로암빌딩 301),128.707863275,35.207817730
이길수이비인후과의원,"창원시 성산구 원이대로 666 (상남동, 금강빌딩)",128.686109098,35.223709830
안호준피부비뇨기과의원,"창원시 의창구 의창대로 72 (팔용동, 현대메디칼)",128.608244747,35.257496932
정태호내과의원,"창원시 성산구 동산로 124 (상남동, 성원그랜드쇼핑)",128.691613625,35.219342021
예인소아청소년과의원,"창원시 의창구 북면 감계로110번길 54-39, 4층 401,402호",128.595558403,35.301569399
하얀나라피부과의원,"창원시 성산구 마디미로21번길 17 (상남동, 피아노빌딩 3층)",128.686227945,35.221685560
삼성내과의원,"창원시 성산구 가양로124번길 17-16 (대방동, 동진메디칼)",128.708158233,35.207872440
꿈나무의원,"창원시 성산구 가양로124번길 23 (대방동, 크리스탈빌딩 7층)",128.707619389,35.207304827
조상일정형외과의원,"창원시 의창구 남산로 3 (팔용동, 현대빌딩)",128.611103534,35.260298958
창원연합내과영상의학과의원,"창원시 성산구 원이대로 664 (상남동, 창원메디컬)",128.685922479,35.223812691
바른마취통증의학과의원,"창원시 의창구 의창대로62번길 2 (팔용동, 동영오피스)",128.607308843,35.256547183
최정미산부인과의원,창원시 의창구 읍성로 38 (중동),128.622102860,35.264920324
영남제통마취통증의학과의원,"창원시 성산구 원이대로473번길 21 (반림동, 반림상가)",128.670159181,35.235582024
황내과의원,"창원시 성산구 창원천로 34, 2층 207-209호 (대원동, 대원 꿈에그린)",128.648734492,35.235019046
김서규이비인후과의원,"창원시 의창구 의안로31번길 28-10 (중동, 이제메디칼3층)",128.621145938,35.264881934
서울피부과의원,"창원시 성산구 원이대로 595 (용호동, 고운메디컬빌딩)",128.680165931,35.228009038
박창현신경외과의원,"창원시 성산구 가양로124번길 17-12 (대방동, 실로암빌딩)",128.707863275,35.207817730
박승호방사선과의원,"창원시 성산구 동산로 124 (상남동, 성원그랜드쇼핑)",128.691613625,35.219342021
파티마소아청소년과의원,"창원시 성산구 동산로 124 (상남동, 성원그랜드쇼핑)",128.691613625,35.219342021
이종인소아청소년과의원,"창원시 의창구 반계로 98 (팔용동, 벽산블루밍아파트 상가)",128.616486384,35.253718100
김내과의원,"창원시 의창구 반계로 98 (팔용동, 벽산블루밍아파트 상가)",128.616486384,35.253718100
정마취통증의학과의원,창원시 의창구 의안로31번길 28-5 (중동),128.620941431,35.264679784
유내과의원,"창원시 성산구 원이대로883번길 15-24 (가음동, 가음시장대상가)",128.696992119,35.208052672
중앙내과방사선과의원,"창원시 의창구 읍성로 46 (중동, 덕산메디칼)",128.623181431,35.264799455
이현제니스의원,창원시 의창구 지귀로 6 (봉곡동),128.648889722,35.243944296
인구보건복지협회경남지회 가족보건의원,"창원시 성산구 외동반림로126번길 56 (중앙동, 신관1,2층,구관1층)",128.676794481,35.226982706
박외과의원,창원시 의창구 대산면 주남로 574-8,128.708572279,35.334691579
김건용내과의원,"창원시 의창구 원이대로189번길 38 (명서동, 한성상가)",128.646292254,35.249206323
최봉기내과의원,"창원시 성산구 동산로 156 (사파동, 삼익종합상가)",128.693416077,35.221657227
팽봉기정형외과의원,"창원시 의창구 원이대로 269 (봉곡동, 한빛메디칼센터)",128.649762978,35.243334915
대항-청맥외과의원,"창원시 성산구 원이대로 664, 7층 (상남동, 창원메디컬)",128.685922479,35.223812691
영남의원,"창원시 성산구 신촌로 17 (신촌동, 낙지마당 양곡점)",128.626526347,35.207908990
연세이비인후과의원,"창원시 의창구 원이대로 283 (봉곡동, 청마상가)",128.650994389,35.242709399
새롬의원,"창원시 성산구 원이대로 654 (상남동, 세인프라자601호)",128.684901309,35.224371470
서울소아청소년과의원,"창원시 성산구 대정로 135 (대방동, 대방덕산타운)",128.707297435,35.212268715
임내과의원,"창원시 성산구 가양로124번길 17-12 (대방동, 실로암빌딩)",128.707863275,35.207817730
혜민의원,창원시 의창구 대산면 주남로 573,128.708093209,35.335023773
김준욱내과의원,"창원시 성산구 대정로 102 (남양동, 개나리3차아파트)",128.703905253,35.211147037
세일의원,"창원시 성산구 대암로 110 (대방동, 성원남산3차아파트)",128.708115823,35.215415193
정태기내과의원,"창원시 의창구 동읍 동읍로 9 (2,3층)",128.684380969,35.278112232
대방의원,"창원시 성산구 대정로 138 (대방동, 대방대동아파트)",128.707629837,35.211749085
소리사랑이비인후과의원,"창원시 성산구 동산로 124 (상남동, 성원그랜드쇼핑)",128.691613625,35.219342021
녹십자의원,창원시 성산구 원이대로883번길 15-34 (가음동),128.696995302,35.208487936
탁이비인후과의원,"창원시 성산구 동산로 124 (상남동, 성원그랜드쇼핑)",128.691613625,35.219342021
성민성형외과의원,"창원시 성산구 원이대로 587 (용호동, 정우상가)",128.679481329,35.228413966
조의제비뇨기과의원,"창원시 의창구 원이대로 283 (봉곡동, 청마상가)",128.650994389,35.242709399
대동외과의원,"창원시 성산구 원이대로 716 (상남동, 대동메디칼)",128.690161888,35.221036706
곽이비인후과의원,"창원시 의창구 창이대로309번길 7 (봉곡동, 중앙상가 202호)",128.670847926,35.246731526
소병헌이비인후과의원,"창원시 의창구 도계로 63 (도계동, 중앙상가연립)",128.638265014,35.258932600
박일순비뇨기과의원,"창원시 성산구 동산로 124 (상남동, 성원그랜드쇼핑)",128.691613625,35.219342021
최상호소아청소년과의원,"창원시 성산구 동산로 124 (상남동, 성원그랜드쇼핑)",128.691613625,35.219342021
차내과의원,"창원시 의창구 원이대로 283, 2층 206호 (봉곡동, 청마상가)",128.650994389,35.242709399
이부경내과의원,"창원시 의창구 도계로 61 (도계동, 의창새마을금고)",128.638079385,35.259141483
이대규내과의원,창원시 의창구 읍성로 77 (소답동),128.626486029,35.265147214
세준검진의원,"창원시 성산구 원이대로 320 (대원동, 더시티세븐상업동T501-2호)",128.653213815,35.240375612
고운피부과의원,창원시 성산구 동산로 124 (상남동),128.691613625,35.219342021
유명호안과의원,"창원시 성산구 동산로 124 (상남동, 성원그랜드쇼핑)",128.691613625,35.219342021
최성근이비인후과의원,"창원시 성산구 동산로 124 (상남동, 성원그랜드쇼핑)",128.691613625,35.219342021
메디컬조의원,"창원시 의창구 소계로 83-5 (소계동, 해맑은한의원)",128.599216827,35.256485150
서일의원,창원시 의창구 북면 천주로 1161,128.609110739,35.353860172
최익수의원,"창원시 의창구 태복산로3번길 35 (도계동, 최익수의원)",128.636677876,35.254988696
안내과의원,"창원시 성산구 대정로 33 (가음동, 황금상가)",128.698268214,35.207504837
최재선안과의원,"창원시 의창구 원이대로 283 (봉곡동, 청마상가)",128.650994389,35.242709399
참예쁜의원,"창원시 의창구 원이대로 283 (봉곡동, 청마상가)",128.650994389,35.242709399
조내과의원,"창원시 의창구 창이대로309번길 11 (봉곡동, 쌍둥이상가B동2층)",128.670780960,35.247120258
엘르메디여성의원,"창원시 의창구 서상로 1 (동정동, 엘르메디의원)",128.613490572,35.262283015
허내과의원,창원시 의창구 소계로84번길 3 (소계동),128.599757563,35.257077291
고외과의원,"창원시 성산구 동산로 124 (상남동, 성원종합상가504호)",128.691613625,35.219342021
봉의원,창원시 의창구 창이대로 201 (봉곡동),128.659447773,35.245009428
이재철피부과의원,"창원시 성산구 원이대로 587, 정우상가 3층 305호 (용호동)",128.679481329,35.228413966
최연극내과의원,"창원시 성산구 원이대로 587, 정우상가 3층 301호 (용호동)",128.679481329,35.228413966
윤종즙이비인후과의원,"창원시 성산구 원이대로 587, 정우상가 3층 (용호동)",128.679481329,35.228413966
김선경외과 박찬모내과의원,"창원시 성산구 원이대로473번길 13 (반림동, 2층)",128.669824244,35.235327693
정내과의원,"창원시 성산구 용지로 102 (중앙동, 개나리상가3층)",128.678350465,35.224478383
서민아산부인과의원,"창원시 마산회원구 양덕로 190, 7층 702호 (석전동)",128.580409698,35.234273205
서울튼튼정형외과의원,"창원시 마산회원구 용마로 130, 7층 701, 702호 (양덕동)",128.586123448,35.223620035
고운메디컬의원,"창원시 마산합포구 가포순환로 33, 상가1동 201-1호 (월영동, 마린애시앙부영)",128.564368670,35.176524274
맘편한여성의원,"창원시 마산회원구 북성로 108, 정영빌딩 2층 (회원동)",128.570669981,35.216890287
바로그의원,"창원시 마산합포구 삼호로 45, 2층 (산호동)",128.585380453,35.221456301
마디척의원,"창원시 마산회원구 내서읍 삼계로 9, 삼계크리닉빌딩 501호",128.503795314,35.231744593
서울정석정형외과의원,"창원시 마산합포구 해안대로 7, 경남은행 6층 603호 (월남동5가)",128.559749059,35.180779247
참좋은내과의원,"창원시 마산합포구 합포로 42, 2층 (남성동)",128.576415474,35.203796103
편하지의원,"창원시 마산회원구 용마로 130, 5층 (양덕동)",128.586123448,35.223620035
몸편한재활의학과의원,"창원시 마산회원구 3·15대로 733, 2층 (합성동)",128.581550394,35.237713667
연세편한마디내과의원,"창원시 마산회원구 3·15대로 770, 2,3층 (합성동)",128.584279113,35.240160572
더나은의원,"창원시 마산회원구 삼호로 80 (양덕동, 메트로시티 2단지)",128.585740711,35.225199910
엠에스피부과의원,"창원시 마산합포구 동서동2길 60, 3층 307~310호 (신포동2가)",128.574113830,35.201996045
서울삼성정형외과의원,"창원시 마산합포구 합포로 21, IBK저축은행 3층 (수성동)",128.574595704,35.203127010
박지성비뇨의학과의원,"창원시 마산회원구 3·15대로 780, 2층 (합성동)",128.584887275,35.240978957
척고은마취통증의학과의원,창원시 마산합포구 동서동2길 60 (신포동2가),128.574113830,35.201996045
박주현산부인과의원,"창원시 마산회원구 용마로 130, 메트로센텀 406호 (양덕동)",128.586123448,35.223620035
메트로 정형외과의원,"창원시 마산회원구 양덕로 120, 금천빌딩 2층 (양덕동)",128.585411471,35.229756181
더블유이비인후과의원,"창원시 마산합포구 월영남로 3, 403호 (해운동)",128.558635899,35.178425148
조수현신경과의원,"창원시 마산합포구 진동면 삼진의거대로 654, 진동농업협동조합 2층",128.488978310,35.116285277
시원한통사랑외과의원,"창원시 마산회원구 내서읍 삼계로 12, 4층 402호",128.503491560,35.232196785
현동라온소아청소년과의원,"창원시 마산합포구 현동1길 4-10, 2층 202호 (현동)",128.557960220,35.147175893
마산역신통의원,"창원시 마산회원구 마산역광장로 2, 2층 (석전동)",128.579650876,35.235088889
서울대화외과의원,"창원시 마산합포구 삼호로 45, 4, 5층 (산호동)",128.585380453,35.221456301
백이비인후과의원,"창원시 마산합포구 해안대로 7, 경남은행 301, 304호 (월남동5가)",128.559749059,35.180779247
바른손길마취통증의학과의원,"창원시 마산합포구 삼호로 45, 3층 (산호동)",128.585380453,35.221456301
수미래의원,"창원시 마산합포구 월영남로 3, 3층 (해운동)",128.558635899,35.178425148
뷰티제이의원,"창원시 마산회원구 양덕로 190, 7층 (석전동)",128.580409698,35.234273205
서울가정의학과의원,"창원시 마산합포구 현동4길 5, 3층 2, 3호 (현동)",128.553204684,35.150917504
양덕제일의원,창원시 마산회원구 양덕로 145 (양덕동),128.583417895,35.231250801
서울명외과의원,창원시 마산합포구 진동면 진북산업로 31,128.487879603,35.119029581
리엔신경과의원,창원시 마산회원구 내서읍 삼계로 10 (튼튼한약국),128.503718520,35.232235253
제니트비뇨기과의원,"창원시 마산회원구 내서읍 삼계로 7, 경남프라자동 6층 (가나약국)",128.504071935,35.231885091
신세계제통의원,"창원시 마산회원구 율림교로 13, 5층 (양덕동, 메트로엠)",128.584459092,35.229901175
새삼성내과의원,창원시 마산회원구 내서읍 삼계4길 34,128.503893184,35.233628627
중앙이비인후과의원,"창원시 마산합포구 3·15대로 192 (중앙동2가, 중앙동메디칼)",128.567158293,35.195225536
리엔의원,창원시 마산회원구 3·15대로 737 (합성동),128.581831913,35.238037550
서울의원,창원시 마산회원구 구암서6길 3 (구암동),128.592099141,35.247935184
합포중앙의원,"창원시 마산합포구 3·15대로 185, 4층 (중앙동2가)",128.566525818,35.194872236
항도외과의원,"창원시 마산합포구 3·15대로 255 (중앙동3가, 경남데파트)",128.567131160,35.200980867
라파의원,"창원시 마산회원구 석전동13길 18-30, 2층 (석전동)",128.577525560,35.232698208
진동삼성내과의원,"창원시 마산합포구 진동면 삼진의거대로 618, 202호",128.485901445,35.114420008
김앤김내과의원,"창원시 마산회원구 북성로 106 (회원동, 환금프라자)",128.570754933,35.216690349
박영호내과의원,"창원시 마산합포구 해안대로 7 (월남동5가, 경남은행)",128.559749059,35.180779247
아인스안과의원,"창원시 마산회원구 3·15대로 778 (합성동, 정비인후과의원)",128.584698644,35.240782608
메트로이비인후과의원,"창원시 마산회원구 양덕서로 47 (양덕동, 메트로스퀘어5)",128.581556824,35.229367077
참제일의원,"창원시 마산합포구 용마로 51 (산호동, 참빛제일의원)",128.580258673,35.218487520
큰나무정형외과의원,창원시 마산합포구 합포로 64 (동성동),128.578237864,35.205041475
BBC의원,"창원시 마산회원구 3·15대로 775 (합성동, 합성메디칼센타)",128.584060123,35.240971508
쉬즈미의원,창원시 마산회원구 내서읍 호원로 385,128.527510086,35.266548436
상쾌한항맥외과의원,"창원시 마산합포구 해안대로 7 (월남동5가, 경남은행)",128.559749059,35.180779247
삼성시원비뇨기과의원,"창원시 마산회원구 3·15대로 727 (합성동, 매디칼센타)",128.581227899,35.237241767
하희근내과의원,창원시 마산회원구 내서읍 삼계로 9 (남해횟집),128.503795314,35.231744593
회원마취통증의학과의원,"창원시 마산회원구 북성로 138 (회원동, 천지리치빌)",128.570994195,35.219548115
마산성모안과의원,"창원시 마산합포구 합포로 28 (남성동, 대동빌딩)",128.575459365,35.203047752
우리들의원,"창원시 마산합포구 천하장사로 87 (상남동, 우신뉴타워아파트)",128.572643609,35.211488992
소피마르소산부인과의원,"창원시 마산회원구 3·15대로 775 (합성동, 합성메디칼센타)",128.584060123,35.240971508
깨끗한의원,창원시 마산회원구 3·15대로 774-1 (합성동),128.584583904,35.240599706
우일정형외과의원,"창원시 마산합포구 3·15대로 192 (중앙동2가, 중앙동메디칼)",128.567158293,35.195225536
마산백내과의원,"창원시 마산회원구 3·15대로 778 (합성동, 정비인후과의원)",128.584698644,35.240782608
편한몸의원,"창원시 마산회원구 구암남10길 26 (구암동, 경일의원)",128.599077441,35.249505180
삼성내과의원,"창원시 마산합포구 월영남로 42 (월영동, 대동아파트)",128.558549525,35.174856800
연세소아청소년과의원,창원시 마산회원구 내서읍 광려천북로 184-1 (눈나라안경),128.523091938,35.266139547
김현수이비인후과의원,창원시 마산회원구 내서읍 삼계4길 17 (메디팜중앙약국),128.503643328,35.233003148
친절신경외과의원,"창원시 마산합포구 3·15대로 293 (서성동, 늘푸른선미술학원)",128.570025582,35.203185517
회산흉부외과의원,"창원시 마산합포구 북성로 99 (상남동, 동광빌딩)",128.570214911,35.216094659
선비뇨기과의원,"창원시 마산회원구 3·15대로 800 (합성동, 선비뇨기과의원)",128.585994528,35.242403659
행복한정형외과의원,창원시 마산회원구 내서읍 호계본동로 17-2 (코오롱그랜드쇼핑),128.521062003,35.261488836
아름다운피부과의원,"창원시 마산회원구 3·15대로 744 (합성동, 송하빌딩)",128.582877960,35.238305576
미소마취통증의학과의원,"창원시 마산회원구 3·15대로 768 (합성동, 마산시외버스터미널)",128.584118239,35.239964973
심앤장내과의원,"창원시 마산합포구 3·15대로 192 (중앙동2가, 중앙동메디칼)",128.567158293,35.195225536
김성섭마취통증의학과의원,"창원시 마산회원구 3·15대로 763 (합성동, 홍치과)",128.583306557,35.240041539
누리이비인후과의원,"창원시 마산합포구 3·15대로 259 (중앙동3가, 경남한의사신협)",128.567189753,35.201499798
유경식정형외과의원,창원시 마산회원구 내서읍 삼계로 9 (남해횟집),128.503795314,35.231744593
비앤에스의원,"창원시 마산합포구 해안대로 7 (월남동5가, 경남은행)",128.559749059,35.180779247
효도마취통증의학과의원,"창원시 마산합포구 합포로 56 (동성동, 패류살포양식수협)",128.577793972,35.204698962
굿모닝정형외과의원,"창원시 마산회원구 북성로 106 (회원동, 환금프라자)",128.570754933,35.216690349
세화의원,"창원시 마산합포구 자산서14길 95 (자산동, 상진힐프라자)",128.558838254,35.201486270
바른몸정형외과의원,"창원시 마산합포구 월영동로 1 (해운동, 한미메디칼센타)",128.562743055,35.180415105
최이비인후과의원,창원시 마산합포구 해안대로 3 (월남동5가),128.559291121,35.180673165
준이비인후과의원,창원시 마산회원구 내서읍 삼계로 10 (튼튼한약국),128.503718520,35.232235253
우리정형외과신경외과의원,"창원시 마산회원구 3·15대로 744 (합성동, 송하빌딩)",128.582877960,35.238305576
편한수의원,창원시 마산회원구 내서읍 상곡로 26-1 (열린약국),128.502364088,35.242957705
창원교도소의원,창원시 마산회원구 송평로 39 (회성동),,
한미메디내과진단방사선과의원,"창원시 마산합포구 월영동로 1 (해운동, 한미메디칼센타)",128.562743055,35.180415105
최은석이비인후과의원,창원시 마산회원구 내서읍 호계본동로 17-2 (코오롱그랜드쇼핑),128.521062003,35.261488836
이앤조내과의원,"창원시 마산합포구 서성로 48 (신포동2가, 대우메디칼빌딩)",128.571771900,35.201344733
위즈여성외과의원,"창원시 마산합포구 해안대로 11 (해운동, 월드프라자)",128.560237066,35.180633359
합성삼성내과의원,"창원시 마산회원구 3·15대로 785 (합성동, 거북이한의원)",128.584681983,35.241787187
신세계의원,"창원시 마산회원구 양덕서8길 9, 202호 (석전동)",128.578358336,35.231942561
속편한내과의원,"창원시 마산회원구 3·15대로 750 (합성동, 마산시외버스터미널)",128.583126240,35.238691457
동원내과의원,창원시 마산회원구 회원북13길 5 (회원동),128.570592510,35.221604863
배윤상내과의원,"창원시 마산회원구 3·15대로 768 (합성동, 마산시외버스터미널)",128.584118239,35.239964973
예일항맥외과의원,"창원시 마산회원구 3·15대로 645 (석전동, 예일메디컬센터)",128.576436017,35.230974379
나래정형외과의원,"창원시 마산회원구 3·15대로 662 (석전동, 나래정형외과)",128.578038642,35.231853552
예일내과의원,"창원시 마산회원구 3·15대로 645 (석전동, 예일메디컬센터)",128.576436017,35.230974379
홍내과의원,"창원시 마산합포구 자산삼거리로 2 (자산동, 남은빌딩)",128.567446366,35.202279587
삼성안과의원,창원시 마산회원구 내서읍 삼계로 12,128.503491560,35.232196785
탑비뇨기과의원,창원시 마산회원구 내서읍 경남대로 933,128.504248334,35.233380300
우리소아과의원,창원시 마산회원구 3·15대로 605 (석전동),128.574098470,35.227927634
세인의원,"창원시 마산합포구 교방시장2길 23 (교방동, 경남은행)",128.562407451,35.216304792
하나산부인과의원,"창원시 마산회원구 3·15대로 765-1, 3층 (합성동, 우성빌딩)",128.583442647,35.240129042
파티마마취통증의학과의원,"창원시 마산합포구 해안대로 7 (월남동5가, 경남은행)",128.559749059,35.180779247
김수영신경외과의원,"창원시 마산합포구 월영남로 3, 4층 401.402호 (해운동)",128.558635899,35.178425148
큰사랑외과의원,창원시 마산회원구 내서읍 삼계4길 17 (메디팜중앙약국),128.503643328,35.233003148
문창형내과의원,창원시 마산합포구 3·15대로 12 (월남동5가),128.558740778,35.181059905
가족사랑의원,창원시 마산회원구 구암남1길 78 (합성동),128.590207723,35.242058106
미래산부인과의원,"창원시 마산합포구 3·15대로 32 (월남동4가, 미래산부인과)",128.559674597,35.182671103
경남학문외과의원,"창원시 마산회원구 3·15대로 800 (합성동, 선비뇨기과의원)",128.585994528,35.242403659
이종흔안과의원,"창원시 마산회원구 3·15대로 750 (합성동, 마산시외버스터미널)",128.583126240,35.238691457
정정은산부인과의원,"창원시 마산합포구 가포로 8 (해운동, 선진빌딩)",128.558121294,35.179411714
류승환내과의원,창원시 마산회원구 내서읍 삼계6길 14 (포인포),128.503480487,35.232795840
어시장효자손마취통증의학과의원,"창원시 마산합포구 합포로 28 (남성동, 대동빌딩)",128.575459365,35.203047752
마산밝은안과의원,"창원시 마산합포구 해안대로 15 (해운동, 파라다이스빌딩)",128.560600390,35.180549219
석전의원,"창원시 마산회원구 석전동5길 37 (석전동, 석전의원)",128.574505571,35.230242771
정규덕비뇨기과의원,"창원시 마산합포구 월영동2길 3, 은아상가 4층 401·402호 (해운동)",128.558598532,35.179579704
케이씨에스마산수외과의원,"창원시 마산회원구 3·15대로 727 (합성동, 매디칼센타)",128.581227899,35.237241767
장편한내과의원,"창원시 마산회원구 3·15대로 780 (합성동, 행복한메디컬)",128.584887275,35.240978957
삼성산부인과의원,창원시 마산회원구 내서읍 호계본동로 17-2 (코오롱그랜드쇼핑),128.521062003,35.261488836
주의원,창원시 마산합포구 허당로 50 (산호동),128.581363159,35.210599360
박내과의원,"창원시 마산회원구 3·15대로 605-3 (석전동, 박의원)",128.574080271,35.228059912
누리안과의원,"창원시 마산합포구 가포로 8 (해운동, 선진빌딩)",128.558121294,35.179411714
삼성정형외과의원,창원시 마산회원구 내서읍 삼계4길 34,128.503893184,35.233628627
서울내과정형외과의원,"창원시 마산합포구 3·15대로 261, 2,3,4,8층 202호 (중앙동3가)",128.567230283,35.201632988
맑은의원,창원시 마산회원구 3·15대로 727 (합성동),128.581227899,35.237241767
봉암중앙의원,창원시 마산회원구 봉암북4길 8 (봉암동),128.596590777,35.221191076
혜승의원,창원시 마산합포구 진동면 해양관광로 20 (진동수산업협동조합),128.486765230,35.113063462
중앙자모의원,창원시 마산회원구 3·15대로 485 (회원동),128.574718615,35.217606870
허성희산부인과의원,창원시 마산합포구 합포로 243 (산호동),128.586906473,35.218848160
파티마안과의원,"창원시 마산합포구 합포로 26-1 (남성동, 경남약국)",128.575189639,35.202971285
