,정류장번호,정류장명,위도,경도,도시코드,도시명,geometry,이용량,행정동_노인_인구수,총인구수,노인_인구수,노인_이용량_비율,노인_밀집도,활용성
2798,CWB379000831,불지사,35.22709558,128.68690185,38010,경상남도 창원시,POINT (1108009.28039047 1693057.909214913),195934.0,1384621,1003731,276574,1.3794741818276013,0.2755459381049305,270285.8943422092
2799,CWB379000835,창원시청,35.2275036,128.682374,38010,경상남도 창원시,POINT (1107596.6828967296 1693098.247029078),557455.0,1384621,1003731,276574,1.3794741818276013,0.2755459381049305,768994.7800307055
2800,CWB379000836,충혼탑,35.22715943,128.6574312,38010,경상남도 창원시,POINT (1105327.213936348 1693033.3370746872),279620.0,1445590,1003731,276574,1.4402165520443226,0.2755459381049305,402713.3522826335
2801,CWB379000837,한우리아파트,35.2291242,128.5054326,38010,경상남도 창원시,POINT (1091492.4920064989 1693100.6264815414),317771.0,3454354,1003731,276574,3.4415137123392623,0.2755459381049305,1093613.2538837597
2802,CWB379000839,한우리아파트,35.22873543,128.5051002,38010,경상남도 창원시,POINT (1091462.679533208 1693057.2033190196),317771.0,3454354,1003731,276574,3.4415137123392623,0.2755459381049305,1093613.2538837597
2803,CWB379000840,양덕광장교차로,35.22730881,128.5869178,38010,경상남도 창원시,POINT (1098909.9856409268 1692977.3991862247),712387.0,869221,1003731,276574,0.8659899913423019,0.2755459381049305,616920.0119623684
2804,CWB379000841,검찰청,35.2260625,128.6979892,38010,경상남도 창원시,POINT (1109019.6720133247 1692955.4465586683),494560.0,1626091,1003731,276574,1.620046606112594,0.2755459381049305,801210.2495190445
2805,CWB379000843,삼동.대원대동1차,35.22645443,128.6555832,38010,경상남도 창원시,POINT (1105159.9464368883 1692953.1885969057),404610.0,1445590,1003731,276574,1.4402165520443226,0.2755459381049305,582726.0191226534
2806,CWB379000844,검찰청,35.22574398,128.698655,38010,경상남도 창원시,POINT (1109080.690618794 1692920.851045537),495682.0,1626091,1003731,276574,1.620046606112594,0.2755459381049305,803027.9418111028
2807,CWB379000845,삼동.대원대동1차,35.22628227,128.6550268,38010,경상남도 창원시,POINT (1105109.5328707988 1692933.5056745561),404610.0,1445590,1003731,276574,1.4402165520443226,0.2755459381049305,582726.0191226534
2808,CWB379000846,신월동,35.2256598,128.6957282,38010,경상남도 창원시,POINT (1108814.4436187258 1692908.3040844272),45963.0,1384621,1003731,276574,1.3794741818276013,0.2755459381049305,63404.77181934204
2809,CWB379000847,신월동,35.22571655,128.6959559,38010,경상남도 창원시,POINT (1108835.090149604 1692914.847645021),45963.0,1384621,1003731,276574,1.3794741818276013,0.2755459381049305,63404.77181934204
2810,CWB379000848,석전동,35.22731232,128.5741788,38010,경상남도 창원시,POINT (1097750.6808613334 1692965.1756794457),1212869.0,932691,1003731,276574,0.9292240650134349,0.2755459381049305,1127027.0625087798
2811,CWB379000849,신월아파트,35.22551343,128.6896722,38010,경상남도 창원시,POINT (1108263.4991754082 1692885.4519617523),193115.0,1384621,1003731,276574,1.3794741818276013,0.2755459381049305,266397.15662363725
2812,CWB379000850,신월아파트,35.22524243,128.6897532,38010,경상남도 창원시,POINT (1108271.2308005737 1692855.4840862546),193115.0,1384621,1003731,276574,1.3794741818276013,0.2755459381049305,266397.15662363725
2813,CWB379000853,석전동,35.22661843,128.5731882,38010,경상남도 창원시,POINT (1097661.3638801281 1692887.2439208743),901013.0,932691,1003731,276574,0.9292240650134349,0.2755459381049305,837242.96248995
2814,CWB379000854,정우맨션,35.22633431,128.5892213,38010,경상남도 창원시,POINT (1099120.7989295407 1692871.6167570022),352165.0,869221,1003731,276574,0.8659899913423019,0.2755459381049305,304971.36530106177
2815,CWB379000855,정우맨션,35.22624846,128.5889766,38010,경상남도 창원시,POINT (1099098.6343462102 1692861.8511912418),352165.0,869221,1003731,276574,0.8659899913423019,0.2755459381049305,304971.36530106177
2816,CWB379000856,은아아파트,35.22476858,128.6853853,38010,경상남도 창원시,POINT (1107874.346398999 1692798.1771662107),234263.973776908,1384621,1003731,276574,1.3794741818276013,0.2755459381049305,323161.1035575828
2817,CWB379000857,대원성원아파트,35.22491724,128.6556283,38010,경상남도 창원시,POINT (1105166.034467696 1692782.749761607),227285.0,1445590,1003731,276574,1.4402165520443226,0.2755459381049305,327339.61903139384
2818,CWB379000858,대원성원아파트,35.22490359,128.6559268,38010,경상남도 창원시,POINT (1105193.2178273087 1692781.5519857407),186710.0,1445590,1003731,276574,1.4402165520443226,0.2755459381049305,268902.8324321955
2819,CWB379000859,은아아파트,35.22458015,128.6851385,38010,경상남도 창원시,POINT (1107852.1349912595 1692777.0106743546),234263.973776908,1445590,1003731,276574,1.4402165520443226,0.2755459381049305,337390.85258118005
2820,CWB379000860,신월주공아파트,35.22436412,128.6916955,38010,경상남도 창원시,POINT (1108449.1635005623 1692760.1912797182),193115.0,1384621,1003731,276574,1.3794741818276013,0.2755459381049305,266397.15662363725
2821,CWB379000861,중앙동,35.22431796,128.677381,38010,경상남도 창원시,POINT (1107146.4838803275 1692739.5351291688),762745.0,1445590,1003731,276574,1.4402165520443226,0.2755459381049305,1098517.9739890469
2822,CWB379000864,중앙동,35.22422143,128.6775482,38010,경상남도 창원시,POINT (1107161.827413586 1692729.009549803),759914.0,1445590,1003731,276574,1.4402165520443226,0.2755459381049305,1094440.7209302094
2823,CWB379000865,신월주공아파트,35.22392143,128.6920842,38010,경상남도 창원시,POINT (1108485.1277895449 1692711.5177410382),193115.0,1384621,1003731,276574,1.3794741818276013,0.2755459381049305,266397.15662363725
2824,CWB379000867,양덕광장교차로,35.22510057,128.5874688,38010,경상남도 창원시,POINT (1098962.8104352471 1692733.0386173038),672258.0,869221,1003731,276574,0.8659899913423019,0.2755459381049305,582168.6995997932
2825,CWB379000868,수협경남금융본부,35.22324998,128.6824166,38010,경상남도 창원시,POINT (1107606.1760500039 1692626.531416417),58677.0,1445590,1003731,276574,1.4402165520443226,0.2755459381049305,84507.58662430472
2826,CWB379000869,이미지아파트입구,35.22609495,128.5045027,38010,경상남도 창원시,POINT (1091411.2677998221 1692763.8078225614),317771.0,3454354,1003731,276574,3.4415137123392623,0.2755459381049305,1093613.2538837597
2827,CWB379000870,창원축구센터.법원,35.22337819,128.7003512,38010,경상남도 창원시,POINT (1109238.2278519769 1692660.329070305),495682.0,1626091,1003731,276574,1.620046606112594,0.2755459381049305,803027.9418111028
2828,CWB379000871,수협경남금융본부,35.22366235,128.6830257,38010,경상남도 창원시,POINT (1107661.065301522 1692672.9267413379),61496.0,1445590,1003731,276574,1.4402165520443226,0.2755459381049305,88567.55708451767
2829,CWB379000872,창원축구센터.법원,35.22329942,128.6999664,38010,경상남도 창원시,POINT (1109203.3128580118 1692651.1696496082),489184.0,1626091,1003731,276574,1.620046606112594,0.2755459381049305,792500.8789645832
2830,CWB379000873,문화방송,35.22469119,128.57975207,38010,경상남도 창원시,POINT (1098261.0310693409 1692679.9737960878),805025.0,869221,1003731,276574,0.8659899913423019,0.2755459381049305,697143.5927803366
2831,CWB379000876,올림픽공원,35.22366143,128.6604682,38010,경상남도 창원시,POINT (1105608.1291138506 1692648.6060257985),391757.0,1445590,1003731,276574,1.4402165520443226,0.2755459381049305,564214.9157792277
2832,CWB379000879,석전사거리,35.22459343,128.5709592,38010,경상남도 창원시,POINT (1097460.935960162 1692660.4679193199),963850.0,932691,1003731,276574,0.9292240650134349,0.2755459381049305,895632.6150631992
2833,CWB379000880,목련아파트,35.22332643,128.6601032,38010,경상남도 창원시,POINT (1105575.344796467 1692611.0638112174),391757.0,1445590,1003731,276574,1.4402165520443226,0.2755459381049305,564214.9157792277
2834,CWB379000881,시민생활체육관,35.22284641,128.6888146,38010,경상남도 창원시,POINT (1108188.991799448 1692588.7225983883),234263.973776908,1384621,1003731,276574,1.3794741818276013,0.2755459381049305,323161.1035575828
2835,CWB379000882,석전사거리,35.22429743,128.5711982,38010,경상남도 창원시,POINT (1097483.0406754354 1692627.874039728),963850.0,932691,1003731,276574,0.9292240650134349,0.2755459381049305,895632.6150631992
2836,CWB379000883,시민생활체육관,35.22263017,128.6886062,38010,경상남도 창원시,POINT (1108170.3122704907 1692564.5127939968),234263.973776908,1445590,1003731,276574,1.4402165520443226,0.2755459381049305,337390.85258118005
2837,CWB379000884,대림아파트,35.22393311,128.5911579,38010,경상남도 창원시,POINT (1099299.9653274484 1692607.2410993706),352165.0,869221,1003731,276574,0.8659899913423019,0.2755459381049305,304971.36530106177
2838,CWB379000886,대림아파트,35.2234461,128.5912559,38010,경상남도 창원시,POINT (1099309.4775171087 1692553.3262200463),352165.0,869221,1003731,276574,0.8659899913423019,0.2755459381049305,304971.36530106177
2839,CWB379000887,사파대동아파트,35.22201143,128.6951232,38010,경상남도 창원시,POINT (1108764.2531095748 1692503.0063344345),158363.0,1626091,1003731,276574,1.620046606112594,0.2755459381049305,256555.44068380873
2840,CWB379000889,사파대동아파트,35.22177543,128.6958122,38010,경상남도 창원시,POINT (1108827.2749303146 1692477.5866525276),158363.0,1626091,1003731,276574,1.620046606112594,0.2755459381049305,256555.44068380873
2841,CWB379000890,창원호텔.중앙동행정복지센터,35.22180943,128.6752092,38010,경상남도 창원시,POINT (1106952.1236329419 1692458.9778642585),520140.0,1445590,1003731,276574,1.4402165520443226,0.2755459381049305,749114.237380334
2842,CWB379000891,국민은행,35.22154643,128.6803582,38010,경상남도 창원시,POINT (1107421.087017507 1692435.3655529409),242605.0,1445590,1003731,276574,1.4402165520443226,0.2755459381049305,349403.7366087129
2843,CWB379000892,우리은행,35.22149843,128.6800822,38010,경상남도 창원시,POINT (1107396.0310791056 1692429.7434981822),242605.0,1445590,1003731,276574,1.4402165520443226,0.2755459381049305,349403.7366087129
2844,CWB379000893,사파동,35.2212467,128.7008441,38010,경상남도 창원시,POINT (1109285.9445563843 1692424.4709483816),414007.0,1626091,1003731,276574,1.620046606112594,0.2755459381049305,670710.6352568567
2845,CWB379000894,무지개아파트,35.22294543,128.5684442,38010,경상남도 창원시,POINT (1097234.0194954746 1692475.2285009231),107119.0,932691,1003731,276574,0.9292240650134349,0.2755459381049305,99537.55262017413
2846,CWB379000895,사파동,35.22107805,128.7012886,38010,경상남도 창원시,POINT (1109326.6256496783 1692406.2553983512),415129.0,1626091,1003731,276574,1.620046606112594,0.2755459381049305,672528.327548915
2847,CWB379000897,무지개아파트,35.22274829,128.5687165,38010,경상남도 창원시,POINT (1097259.036435522 1692453.6309355642),107119.0,932691,1003731,276574,0.9292240650134349,0.2755459381049305,99537.55262017413
2848,CWB379000899,야구장앞홈플러스,35.22232864,128.585269,38010,경상남도 창원시,POINT (1098765.9731856117 1692423.4224508456),611833.0,869221,1003731,276574,0.8659899913423019,0.2755459381049305,529841.2543729346
2849,CWB379000900,고속버스터미널,35.22224954,128.5871527,38010,경상남도 창원시,POINT (1098937.5041140444 1692416.524404509),697756.0,869221,1003731,276574,0.8659899913423019,0.2755459381049305,604249.7123990392
2850,CWB379000901,대동이미지아파트,35.22327452,128.502711,38010,경상남도 창원시,POINT (1091251.3725415491 1692449.3575038062),86327.0,3454354,1003731,276574,3.4415137123392623,0.2755459381049305,297095.5542451115
2851,CWB379000902,대동이미지아파트,35.22326215,128.5025123,38010,경상남도 창원시,POINT (1091233.3031390582 1692447.80306826),86327.0,3454354,1003731,276574,3.4415137123392623,0.2755459381049305,297095.5542451115
2852,CWB379000903,야구장앞홈플러스,35.22221478,128.58494281,38010,경상남도 창원시,POINT (1098736.424674093 1692410.4702804903),795400.0,684883,1003731,276574,0.6823371999071465,0.2755459381049305,542731.0088061444
2853,CWB379000904,무학여고,35.22243691,128.5735855,38010,경상남도 창원시,POINT (1097702.5327433853 1692423.8753097807),467532.0,932691,1003731,276574,0.9292240650134349,0.2755459381049305,434441.98556386126
2854,CWB379000905,고속버스터미널,35.22226575,128.587365,38010,경상남도 창원시,POINT (1098956.8058072343 1692418.533696449),693695.0,869221,1003731,276574,0.8659899913423019,0.2755459381049305,600732.9270441981
2855,CWB379000906,봉덕초등학교,35.22220884,128.59294631,38010,경상남도 창원시,POINT (1099464.8290448014 1692417.7967889868),352165.0,869221,1003731,276574,0.8659899913423019,0.2755459381049305,304971.36530106177
2856,CWB379000907,봉덕초등학교,35.2219321,128.5928506,38010,경상남도 창원시,POINT (1099456.45617209 1692387.008524262),352165.0,869221,1003731,276574,0.8659899913423019,0.2755459381049305,304971.36530106177
2857,CWB379000908,창원호텔.중앙동행정복지센터,35.22065795,128.6745136,38010,경상남도 창원시,POINT (1106890.3263073151 1692330.5205858687),517309.0,1445590,1003731,276574,1.4402165520443226,0.2755459381049305,745036.9843214964
2858,CWB379000909,국제주유소,35.22228848,128.5710904,38010,경상남도 창원시,POINT (1097475.6326811472 1692404.9619567639),1011503.0,932691,1003731,276574,0.9292240650134349,0.2755459381049305,939912.9294332844
2859,CWB379000910,창원NC파크.마산회원구청,35.22174804,128.5838174,38010,경상남도 창원시,POINT (1098634.566173103 1692357.5874205898),445885.0,869221,1003731,276574,0.8659899913423019,0.2755459381049305,386131.9472896623
2860,CWB379000912,자유무역지역후문,35.22150771,128.5915099,38010,경상남도 창원시,POINT (1099334.9560407652 1692338.599055834),717155.0,869221,1003731,276574,0.8659899913423019,0.2755459381049305,621049.0522410886
2861,CWB379000913,사파초등학교,35.21998943,128.6980272,38010,경상남도 창원시,POINT (1109031.2543918702 1692281.933360909),158363.0,1626091,1003731,276574,1.620046606112594,0.2755459381049305,256555.44068380873
2862,CWB379001151,장유초등학교,35.20397242,128.8103532,38010,경상남도 창원시,POINT (1119277.9370528222 1690634.5698343432),63812.0,2154964,1003731,276574,2.146953715686773,0.2755459381049305,137001.41050540435
2863,CWB379001152,코아상가,35.20412761,128.809388,38010,경상남도 창원시,POINT (1119189.8455083638 1690650.623704711),63812.0,2154964,1003731,276574,2.146953715686773,0.2755459381049305,137001.41050540435
2864,CWB379001153,남산초등학교,35.20549043,128.7033702,38010,경상남도 창원시,POINT (1109537.016850657 1690679.750986606),772030.0,1282296,1003731,276574,1.2775295372963473,0.2755459381049305,986291.128678899
2865,CWB379001154,안남중학교,35.20543302,128.7070517,38010,경상남도 창원시,POINT (1109872.2202204901 1690677.4483673759),1124599.0,1626091,1003731,276574,1.620046606112594,0.2755459381049305,1821902.793187617
2866,CWB379001155,장유고입구,35.20382372,128.8092917,38010,경상남도 창원시,POINT (1119181.5231647263 1690616.803836088),234263.973776908,2154964,1003731,276574,2.146953715686773,0.2755459381049305,502953.90895188134
2867,CWB379001156,대동1단지,35.20368811,128.8142942,38010,경상남도 창원시,POINT (1119637.1140214931 1690607.7750117648),63812.0,2154964,1003731,276574,2.146953715686773,0.2755459381049305,137001.41050540435
2868,CWB379001158,가음정사거리,35.20538959,128.6923705,38010,경상남도 창원시,POINT (1108535.8520158099 1690656.4966017802),894820.0,1348868,1003731,276574,1.343854080425931,0.2755459381049305,1202507.5082467315
2869,CWB379001159,대동1단지,35.20347016,128.8142103,38010,경상남도 창원시,POINT (1119629.7960411785 1690583.501207262),63812.0,2154964,1003731,276574,2.146953715686773,0.2755459381049305,137001.41050540435
2870,CWB379001161,오동동,35.20648616,128.580014,38010,경상남도 창원시,POINT (1098306.8179935273 1690661.1712132934),273801.0,2428780,1003731,276574,2.419751905640057,0.2755459381049305,662530.4915161532
2871,CWB379001163,가음정사거리,35.20488404,128.6923733,38010,경상남도 창원시,POINT (1108536.7796954783 1690600.430080141),894820.0,1348868,1003731,276574,1.343854080425931,0.2755459381049305,1202507.5082467315
2872,CWB379001164,약수터,35.20659264,128.5619841,38010,경상남도 창원시,POINT (1096665.4803539596 1690655.2916615529),329560.0,592730,1003731,276574,0.5905267447154666,0.2755459381049305,194613.99398842917
2873,CWB379001166,오동동문화광장,35.20645517,128.5765016,38010,경상남도 창원시,POINT (1097987.1310109345 1690654.264890552),576467.0,2428780,1003731,276574,2.419751905640057,0.2755459381049305,1394907.1217886067
2874,CWB379001167,감천초등학교,35.20633701,128.51546459,38010,경상남도 창원시,POINT (1092431.2493713268 1690582.676948497),75059.0,3454354,1003731,276574,3.4415137123392623,0.2755459381049305,258316.5777344727
2875,CWB379001168,부림시장,35.20614674,128.5731025,38010,경상남도 창원시,POINT (1097678.0895883664 1690616.7113298853),917389.0,2428780,1003731,276574,2.419751905640057,0.2755459381049305,2219853.780963226
2876,CWB379001170,감천초등학교,35.20630965,128.51531035,38010,경상남도 창원시,POINT (1092417.240396595 1690579.4991016001),75059.0,3454354,1003731,276574,3.4415137123392623,0.2755459381049305,258316.5777344727
2877,CWB379001171,부림시장,35.20614382,128.5733221,38010,경상남도 창원시,POINT (1097698.0827489444 1690616.6033735126),918956.0,2428780,1003731,276574,2.419751905640057,0.2755459381049305,2223645.532199364
2878,CWB379001172,성주초등학교,35.20438643,128.6980602,38010,경상남도 창원시,POINT (1109055.1253749188 1690551.4676627107),398446.0,1282296,1003731,276574,1.2775295372963473,0.2755459381049305,509026.5340175804
2879,CWB379001173,오동동아구찜거리,35.20584827,128.5789415,38010,경상남도 창원시,POINT (1098209.959371057 1690589.3644381515),1275200.0,2428780,1003731,276574,2.419751905640057,0.2755459381049305,3085667.6300722007
2880,CWB379001174,남산중학교,35.20359002,128.6976482,38010,경상남도 창원시,POINT (1109018.6851834306 1690462.6872251995),398446.0,1282296,1003731,276574,1.2775295372963473,0.2755459381049305,509026.5340175804
2881,CWB379001175,오동동문화광장,35.20599176,128.5767401,38010,경상남도 창원시,POINT (1098009.3979221939 1690603.104880018),574900.0,2428780,1003731,276574,2.419751905640057,0.2755459381049305,1391115.3705524688
2882,CWB379001176,약수터,35.20600495,128.5615467,38010,경상남도 창원시,POINT (1096626.3614321388 1690589.6876433198),334703.0,592730,1003731,276574,0.5905267447154666,0.2755459381049305,197651.07303650083
2883,CWB379001177,장유석봉마을,35.20267741,128.8085493,38010,경상남도 창원시,POINT (1119115.6145549407 1690488.7767199758),234263.973776908,2154964,1003731,276574,2.146953715686773,0.2755459381049305,502953.90895188134
2884,CWB379001178,장유면사무소,35.20256243,128.8110352,38010,경상남도 창원시,POINT (1119342.084528366 1690479.0070979395),234263.973776908,2154964,1003731,276574,2.146953715686773,0.2755459381049305,502953.90895188134
2885,CWB379001179,장유석봉마을,35.20258529,128.8088565,38010,경상남도 창원시,POINT (1119143.7148031422 1690478.9280144088),63812.0,2154964,1003731,276574,2.146953715686773,0.2755459381049305,137001.41050540435
2886,CWB379001180,장유고등학교,35.20285524,128.8048681,38010,경상남도 창원시,POINT (1118780.2408908661 1690504.0931915839),234263.973776908,2154964,1003731,276574,2.146953715686773,0.2755459381049305,502953.90895188134
2887,CWB379001181,대방덕산2차아파트,35.20392533,128.7095729,38010,경상남도 창원시,POINT (1110103.760074687 1690513.023759712),371344.0,1626091,1003731,276574,1.620046606112594,0.2755459381049305,601594.5869002751
2888,CWB379001182,한국GMB,35.20430243,128.6809842,38010,경상남도 창원시,POINT (1107500.7940327297 1690523.5441186691),234263.973776908,1348868,1003731,276574,1.343854080425931,0.2755459381049305,314816.5970568911
2889,CWB379001183,대방동성아파트,35.20419448,128.70611248,38010,경상남도 창원시,POINT (1109788.3904457926 1690539.0459052355),1185489.0,1626091,1003731,276574,1.620046606112594,0.2755459381049305,1920547.431033813
2890,CWB379001185,한국GMB,35.20416173,128.68082,38010,경상남도 창원시,POINT (1107486.032201801 1690507.7617488496),234263.973776908,1348868,1003731,276574,1.343854080425931,0.2755459381049305,314816.5970568911
2891,CWB379001186,장유면사무소,35.20225135,128.810967,38010,경상남도 창원시,POINT (1119336.3311486067 1690444.423392348),234263.973776908,2154964,1003731,276574,2.146953715686773,0.2755459381049305,502953.90895188134
2892,CWB379001187,성주프리빌리지아파트,35.20362243,128.7091482,38010,경상남도 창원시,POINT (1110065.5077429432 1690478.9591361126),371617.0,792990,1003731,276574,0.7900423519847449,0.2755459381049305,293593.16871751496
2893,CWB379001188,장유고등학교,35.20222576,128.8052277,38010,경상남도 창원시,POINT (1118813.8936634373 1690434.707701814),63812.0,2154964,1003731,276574,2.146953715686773,0.2755459381049305,137001.41050540435
2894,CWB379001189,대방동종점,35.20354943,128.7043162,38010,경상남도 창원시,POINT (1109625.739947206 1690465.521368378),772303.0,1282296,1003731,276574,1.2775295372963473,0.2755459381049305,986639.894242581
2895,CWB379001190,대방동성아파트,35.20353206,128.7060051,38010,경상남도 창원시,POINT (1109779.5071317758 1690465.45942935),1268515.0,1626091,1003731,276574,1.620046606112594,0.2755459381049305,2055053.420552917
2896,CWB379003422,남문지구(임시),35.20325612,128.7058705,38010,경상남도 창원시,POINT (1109767.6256012362 1690434.7067174874),234263.973776908,1626091,1003731,276574,1.620046606112594,0.2755459381049305,379518.5556517295
2897,CWB379003422,남문지구(임시),35.20325612,128.7058705,38010,경상남도 창원시,POINT (1109767.6256012362 1690434.7067174874),234263.973776908,1626091,1003731,276574,1.620046606112594,0.2755459381049305,379518.5556517295
2898,CWB379001194,대방동종점,35.20325612,128.7058705,38010,경상남도 창원시,POINT (1109767.6256012362 1690434.7067174874),234263.973776908,1626091,1003731,276574,1.620046606112594,0.2755459381049305,379518.5556517295
2899,CWB379001194,대방동종점,35.20325612,128.7058705,38010,경상남도 창원시,POINT (1109767.6256012362 1690434.7067174874),234263.973776908,1626091,1003731,276574,1.620046606112594,0.2755459381049305,379518.5556517295
2900,CWB379001195,신촌동성아파트,35.20434304,128.6280903,38010,경상남도 창원시,POINT (1102685.7838254862 1690472.1068547715),495363.0,990960,1003731,276574,0.9872764714848898,0.2755459381049305,489060.23474416946
2901,CWB379001196,남산동,35.20348216,128.6957247,38010,경상남도 창원시,POINT (1108843.7295019166 1690448.616080809),791807.0,1626091,1003731,276574,1.620046606112594,0.2755459381049305,1282764.2430461948
2902,CWB379001197,세아창원특수강후문,35.20448977,128.6013429,38010,경상남도 창원시,POINT (1100250.7863799992 1690461.0679083813),29457.0,990960,1003731,276574,0.9872764714848898,0.2755459381049305,29082.2030205304
2903,CWB379001199,어시장,35.20480415,128.5777052,38010,경상남도 창원시,POINT (1098098.6773273551 1690472.343438491),347305.0,2428780,1003731,276574,2.419751905640057,0.2755459381049305,840391.93558832
2904,CWB379001201,세아창원특수강후문,35.20421205,128.6005094,38010,경상남도 창원시,POINT (1100175.2541947453 1690429.4262822007),29457.0,990960,1003731,276574,0.9872764714848898,0.2755459381049305,29082.2030205304
2905,CWB379001202,삼정자중학교,35.20219366,128.7128046,38010,경상남도 창원시,POINT (1110400.2907126711 1690324.5527920895),375994.0,792990,1003731,276574,0.7900423519847449,0.2755459381049305,297051.18409215217
2906,CWB379001203,신촌동성아파트,35.20376843,128.6280722,38010,경상남도 창원시,POINT (1102684.8596078097 1690408.3597593938),495363.0,990960,1003731,276574,0.9872764714848898,0.2755459381049305,489060.23474416946
2907,CWB379001205,신감삼거리,35.20520253,128.51177327,38010,경상남도 창원시,POINT (1092096.5213335063 1690453.429112772),17827.0,3454354,1003731,276574,3.4415137123392623,0.2755459381049305,61351.864949872026
2908,CWB379001208,신감삼거리,35.20514345,128.51181335,38010,경상남도 창원시,POINT (1092100.2364529797 1690446.9139444986),17827.0,3454354,1003731,276574,3.4415137123392623,0.2755459381049305,61351.864949872026
2909,CWB379001209,감천마을회관,35.20490733,128.51807882,38010,경상남도 창원시,POINT (1092670.8389256494 1690426.5518921008),75059.0,3454354,1003731,276574,3.4415137123392623,0.2755459381049305,258316.5777344727
2910,CWB379001211,LG산전,35.20291643,128.6703362,38010,경상남도 창원시,POINT (1106533.3089828605 1690358.3583988587),31407.0,990960,1003731,276574,0.9872764714848898,0.2755459381049305,31007.392139925934
2911,CWB379001212,월산초등학교,35.20076043,128.8058872,38010,경상남도 창원시,POINT (1118876.0666068608 1690272.9772395706),234263.973776908,2154964,1003731,276574,2.146953715686773,0.2755459381049305,502953.90895188134
2912,CWB379001213,남산버스정류소,35.20216343,128.6971192,38010,경상남도 창원시,POINT (1108972.43535792 1690303.8865875837),982424.0,1626091,1003731,276574,1.620046606112594,0.2755459381049305,1591572.666963559
2913,CWB379001214,월산초등학교,35.20028553,128.8056545,38010,경상남도 창원시,POINT (1118855.574480555 1690220.0279152282),234263.973776908,2154964,1003731,276574,2.146953715686773,0.2755459381049305,502953.90895188134
2914,CWB379001215,어시장,35.20376445,128.576147,38010,경상남도 창원시,POINT (1097958.0844209632 1690355.4967309125),758061.0,2428780,1003731,276574,2.419751905640057,0.2755459381049305,1834319.5493414071
2915,CWB379001216,장유농협,35.20032082,128.8153563,38010,경상남도 창원시,POINT (1119738.7435443965 1690235.588900411),63812.0,2154964,1003731,276574,2.146953715686773,0.2755459381049305,137001.41050540435
2916,CWB379001217,어시장,35.20361709,128.5755969,38010,경상남도 창원시,POINT (1097908.1855461048 1690338.611409912),362325.0,2428780,1003731,276574,2.419751905640057,0.2755459381049305,876736.6092110337
2917,CWB379001218,KT마산점,35.20358937,128.5722024,38010,경상남도 창원시,POINT (1097599.2158914823 1690332.197884915),912610.0,2428780,1003731,276574,2.419751905640057,0.2755459381049305,2208289.7866061726
2918,CWB379001219,어시장,35.20343987,128.5753465,38010,경상남도 창원시,POINT (1097885.6042035557 1690318.709872393),1499100.0,2428780,1003731,276574,2.419751905640057,0.2755459381049305,3627450.0817450094
2919,CWB379001220,남산공원환승센터,35.20225501,128.69791119,38010,경상남도 창원시,POINT (1109044.4104493905 1690314.912340468),982424.0,1282296,1003731,276574,1.2775295372963473,0.2755459381049305,1255075.6781488268
2920,CWB379001221,어시장,35.20334897,128.5755502,38010,경상남도 창원시,POINT (1097904.256257613 1690308.8291382093),911337.0,2428780,1003731,276574,2.419751905640057,0.2755459381049305,2205209.4424302927
2921,CWB379001222,장유농협,35.20017073,128.8151382,38010,경상남도 창원시,POINT (1119719.1087049553 1690218.6796791274),63812.0,2154964,1003731,276574,2.146953715686773,0.2755459381049305,137001.41050540435
2922,CWB379001223,어시장,35.20300563,128.5747038,38010,경상남도 창원시,POINT (1097827.6196258254 1690269.9169333647),156845.0,2428780,1003731,276574,2.419751905640057,0.2755459381049305,379525.98764011473
2923,CWB379001224,KT마산점,35.20299298,128.57082208,38010,경상남도 창원시,POINT (1097474.2774629197 1690264.6995597794),2487006.0,2428780,1003731,276574,2.419751905640057,0.2755459381049305,6017937.507838256
2924,CWB379001228,KT마산점,35.20283824,128.5703212,38010,경상남도 창원시,POINT (1097428.866638396 1690247.0467052306),1744852.0,2428780,1003731,276574,2.419751905640057,0.2755459381049305,4222108.952059865
2925,CWB379001230,제4부두입구,35.20226744,128.5978492,38010,경상남도 창원시,POINT (1099935.4786836205 1690211.0772861086),29457.0,990960,1003731,276574,0.9872764714848898,0.2755459381049305,29082.2030205304
2926,CWB379001231,대우1차아파트,35.20083124,128.6995216,38010,경상남도 창원시,POINT (1109192.917345944 1690158.773038512),912469.0,1626091,1003731,276574,1.620046606112594,0.2755459381049305,1478242.3066329525
2927,CWB379001232,제4부두입구,35.20222014,128.5973546,38010,경상남도 창원시,POINT (1099890.5120894562 1690205.3341189895),29457.0,990960,1003731,276574,0.9872764714848898,0.2755459381049305,29082.2030205304
2928,CWB379001233,양곡상가,35.20187482,128.6285059,38010,경상남도 창원시,POINT (1102726.7245606843 1690198.7930406583),516800.0,990960,1003731,276574,0.9872764714848898,0.2755459381049305,510224.48046339105
2929,CWB379001234,감천,35.20324547,128.51926121,38010,경상남도 창원시,POINT (1092780.3604469488 1690243.3451614438),75059.0,3454354,1003731,276574,3.4415137123392623,0.2755459381049305,258316.5777344727
2930,CWB379001235,감천,35.20315148,128.51921005,38010,경상남도 창원시,POINT (1092775.8102429216 1690232.8733561095),75059.0,3454354,1003731,276574,3.4415137123392623,0.2755459381049305,258316.5777344727
